source_idx,domain,verdict,reason,exp_goal,quoted_title,doi,resolved_title,container,year,type,match,quality
12682,culture,ok,,"What are the main stages of the 'Determining Oxidative Damage by Lipid Peroxidation Assay in Rat Serum' workflow, from reagent preparation to the final measurement of MDA levels? Please provide the experimental protocol to solve this problem.",Determining Oxidative Damage by Lipid Peroxidation Assay in Rat Serum,10.21769/bioprotoc.3263,Determining Oxidative Damage by Lipid Peroxidation Assay in Rat Serum,BIO-PROTOCOL,2019,journal-article,1.0,high
12683,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'Wells'","If a researcher wants to focus only on the fly preparation stage of the T-maze olfactory habituation assay, what are the key sub-steps involved in ensuring the flies are genetically and physiologically ready for testing? Please provide the experimental protocol to solve this problem.",,,,,,,,
12690,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","In the ""Improved Mammalian Mitochondrial RNA Isolation"" workflow, focusing only on the initial pretreatment phase, what are the three logical sub-steps involved before proceeding to RNA extraction? Please provide the experimental protocol to solve this problem.",Improved Mammalian Mitochondrial RNA Isolation,10.21769/bioprotoc.3247,Improved Mammalian Mitochondrial RNA Isolation,BIO-PROTOCOL,2019,journal-article,1.0,high
12694,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'utility'",What are the detailed steps to hydrate the XFe96 sensor cartridge before use in the nematode respiration assay? Please provide the experimental protocol to solve this problem.,,,,,,,,
12700,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'",What is the defined plaque assay preparation sequence for titrating Sindbis virus stock on BHK cells in the described proteomic study protocol? Please provide the experimental protocol to solve this problem.,,,,,,,,
12701,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","In the purification step prior to mass spectrometry, what actions are carried out during virus concentration by PEG precipitation? Please provide the experimental protocol to solve this problem.",,,,,,,,
12703,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFICHE'","In the ""Assembly of a Custom-made Device to Study Spreading Patterns of Pseudomonas putida Biofilms"" protocol, how exactly is the fluidic circuit sterilized before starting the experiment to ensure that no contaminating microorganisms compromise biofilm formation? Please provide the experimental pro",Assembly of a Custom-made Device to Study Spreading Patterns of Pseudomonas putida Biofilms,10.21769/bioprotoc.3238,Assembly of a Custom-made Device to Study Spreading Patterns of Pseudomonas putida Biofilms,BIO-PROTOCOL,2019,journal-article,1.0,high
12706,culture,unverifiable,no_derived_claims,"What are the major experimental stages in the 'Visualization of Macropinocytosis in Prostate Fibroblasts' protocol, from preparing fibroblasts on coverslips through to final microscopic sample preparation? Please provide the experimental protocol to solve this problem.",Visualization of Macropinocytosis in Prostate Fibroblasts,10.21769/bioprotoc.3235,Visualization of Macropinocytosis in Prostate Fibroblasts,BIO-PROTOCOL,2019,journal-article,1.0,high
12708,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'WELL'","In the ""Enterovirus Competition Assay to Assess Replication Fitness,"" once RD cells have been infected with wild-type and mutant EV7, what is the precise procedure for incubating, washing, and overlaying the infected cells before overnight growth in the CO₂ incubator? Please provide the experimental",Enterovirus Competition Assay to Assess Replication Fitness,10.21769/bioprotoc.3233,Enterovirus Competition Assay to Assess Replication Fitness,BIO-PROTOCOL,2019,journal-article,1.0,high
12710,culture,unverifiable,no_culture_raw,"In the 'TZA, a Sensitive Reporter Cell-based Assay to Accurately and Rapidly Quantify Inducible, Replication-competent Latent HIV-1 from Resting CD4+ T Cells' protocol, what is the precise step-by-step procedure for performing flow cytometry staining to assess the purity of resting T cells? Please p","TZA, a Sensitive Reporter Cell-based Assay to Accurately and Rapidly Quantify Inducible, Replication-competent Latent HIV-1 from Resting CD4+ T Cells",10.21769/bioprotoc.3232,"TZA, a sensitive reporter cell-based assay to accurately and rapidly quantify inducible, replication-competent latent HIV-1 from resting CD4 T cells",BIO-PROTOCOL,2019,journal-article,0.997,high
12711,culture,unverifiable,no_culture_raw,"In the activation phase of resting T cells for the TZA assay, what are the specific steps and conditions required to stimulate these cells using CD3/CD28 beads and cytokines? Please provide the experimental protocol to solve this problem.",,,,,,,,
12713,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the ""Quantification of Cutaneous Ionocytes in Small Aquatic Organisms"" protocol, what are the main steps specifically within the whole-mount immunohistochemistry workflow that allow researchers to label Na⁺/K⁺ ATPase-expressing ionocytes for later imaging? Please provide the experimental protocol",Quantification of Cutaneous Ionocytes in Small Aquatic Organisms,10.21769/bioprotoc.3227,Quantification of Cutaneous Ionocytes in Small Aquatic Organisms,BIO-PROTOCOL,2019,journal-article,1.0,high
12714,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","In the ""Quantification of Cutaneous Ionocytes in Small Aquatic Organisms"" protocol, what are the exact sequential steps involved in the hydrogen peroxide incubation stage during whole-mount immunohistochemistry, and why is this step important for preparing stained samples with reduced background sig",Quantification of Cutaneous Ionocytes in Small Aquatic Organisms,10.21769/bioprotoc.3227,Quantification of Cutaneous Ionocytes in Small Aquatic Organisms,BIO-PROTOCOL,2019,journal-article,1.0,high
12715,flow,unverifiable,no_derived_claims,"If a lab wanted only a quick overview of the chromatography workflow itself in this protocol, what are the essential stages of column setup, gradient elution, and post-run procedures required for separating collagen crosslinks on the diamond hydride column? Please provide the experimental protocol t",,,,,,,,
12721,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","During the ""Pectolyase Digestion"" stage of the maize epidermal peel staining protocol, what sequential steps must be followed to prepare washed leaf sections for enzymatic treatment and achieve effective cell wall loosening? Please provide the experimental protocol to solve this problem.",Pectolyase Digestion,10.1104/pp.90.1.191,Pectic Enzymes in Pectolyase,Plant Physiology,1989,journal-article,0.417,none
12730,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'MICROFICHE'","In the ""Mating and Tetrad Dissection in Chlamydomonas"" protocol, what are the exact steps involved in preparing a mating suspension by combining gametes of opposite mating types, and how is this suspension incubated to promote zygote formation? Please provide the experimental protocol to solve this ",Mating and Tetrad Dissection in Chlamydomonas,10.21769/bioprotoc.3207,Mating and Tetrad Dissection in Chlamydomonas,BIO-PROTOCOL,2019,journal-article,1.0,high
12735,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'LB agar'","Focusing specifically on the conjugation phase of the ""Delivering Chromatic Bacteria Fluorescent Protein Tags to Proteobacteria Using Conjugation"" protocol, what are the key steps involved in mixing donor and recipient strains and establishing conditions for plasmid transfer? Please provide the expe",Delivering Chromatic Bacteria Fluorescent Protein Tags to Proteobacteria Using Conjugation,10.21769/bioprotoc.3199,Delivering &amp;quot;Chromatic Bacteria&amp;quot; Fluorescent Protein Tags to Proteobacteria Using Conjugation,BIO-PROTOCOL,2019,journal-article,0.9,high
12737,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","In the ""Biofilm Assays on Fibrinogen-coated Silicone Catheters and 96-well Polystyrene Plates"" protocol, what are the exact steps for preparing the fibrinogen-coated microplates that mimic host urinary catheter conditions? Please provide the experimental protocol to solve this problem.",Biofilm Assays on Fibrinogen-coated Silicone Catheters and 96-well Polystyrene Plates,10.21769/bioprotoc.3196,Biofilm Assays on Fibrinogen-coated Silicone Catheters and 96-well Polystyrene Plates,BIO-PROTOCOL,2019,journal-article,1.0,high
12741,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","In the ""Primary Embryonic Rat Cortical Neuronal Culture and Chronic Rotenone Treatment in Microfluidic Culture Devices"" protocol, what are the precise steps required to acid-wash and sterilize coverslips two days before neuronal dissection and plating? Please provide the experimental protocol to sol",Primary Embryonic Rat Cortical Neuronal Culture and Chronic Rotenone Treatment in Microfluidic Culture Devices,10.21769/bioprotoc.3192,Primary Embryonic Rat Cortical Neuronal Culture and Chronic Rotenone  Treatment in Microfluidic Culture Devices,BIO-PROTOCOL,2019,journal-article,0.995,high
12742,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '200mm'","What are the major sequential stages of the 'Acute Cerebellar Slice Preparation Using a Tissue Chopper' protocol, from preparing solutions to obtaining viable slices for experiments? Please provide the experimental protocol to solve this problem.",Acute Cerebellar Slice Preparation Using a Tissue Chopper,10.21769/bioprotoc.3187,Acute Cerebellar Slice Preparation Using a Tissue Chopper,BIO-PROTOCOL,2019,journal-article,1.0,high
12745,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got 'microplate'","When preparing to test mitochondrial function in human skin biopsies using the Seahorse XF24 analyzer, what are the exact preparatory steps required to get the XF assay medium and epidermal samples ready for incubation? Please provide the experimental protocol to solve this problem.",,,,,,,,
12746,culture,unverifiable,"validation_error: plate_format must be one of 6/12/24/48/96-well, got '2-well'","For concentrating motile sperm after swim-up in the ""Single-cell Motility Analysis of Tethered Human Spermatozoa"" protocol, what are the precise steps to collect and concentrate sperm from the HTF supernatant? Please provide the experimental protocol to solve this problem.",Single-cell Motility Analysis of Tethered Human Spermatozoa,10.21769/bioprotoc.3182,Single-cell Motility Analysis of Tethered Human Spermatozoa,BIO-PROTOCOL,2019,journal-article,1.0,high
